Domain,Area,Element,Item,Year,Unit,Value
Crops and livestock products,Netherlands (Kingdom of the),Yield,Asparagus,1992,100 g/ha,59643.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Asparagus,1992,t,16700.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Asparagus,1993,100 g/ha,76923.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Asparagus,1993,t,20000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Asparagus,1994,100 g/ha,55833.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Asparagus,1994,t,13400.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Asparagus,1995,100 g/ha,61739.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Asparagus,1995,t,14200.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Asparagus,1996,100 g/ha,64348.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Asparagus,1996,t,14800.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Asparagus,1997,100 g/ha,66364.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Asparagus,1997,t,14600.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Asparagus,1998,100 g/ha,60714.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Asparagus,1998,t,17000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Asparagus,1999,100 g/ha,63636.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Asparagus,1999,t,14000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Asparagus,2000,100 g/ha,71429.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Asparagus,2000,t,15000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Asparagus,2001,100 g/ha,56684.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Asparagus,2001,t,12000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Asparagus,2002,100 g/ha,63636.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Asparagus,2002,t,14000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Asparagus,2003,100 g/ha,61907.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Asparagus,2003,t,15000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Asparagus,2004,100 g/ha,71429.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Asparagus,2004,t,15000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Asparagus,2005,100 g/ha,65189.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Asparagus,2005,t,15000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Asparagus,2006,100 g/ha,47313.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Asparagus,2006,t,14000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Asparagus,2007,100 g/ha,69048.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Asparagus,2007,t,14500.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Asparagus,2008,100 g/ha,66667.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Asparagus,2008,t,14000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Asparagus,2009,100 g/ha,67820.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Asparagus,2009,t,14500.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Asparagus,2010,100 g/ha,63471.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Asparagus,2010,t,14300.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Asparagus,2011,100 g/ha,70393.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Asparagus,2011,t,17000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Asparagus,2012,100 g/ha,62951.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Asparagus,2012,t,15700.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Asparagus,2013,100 g/ha,61752.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Asparagus,2013,t,16000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Asparagus,2014,100 g/ha,60182.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Asparagus,2014,t,15900.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Asparagus,2015,100 g/ha,58084.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Asparagus,2015,t,17100.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Asparagus,2016,100 g/ha,62124.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Asparagus,2016,t,18600.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Asparagus,2017,100 g/ha,62613.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Asparagus,2017,t,20800.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Asparagus,2018,100 g/ha,61290.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Asparagus,2018,t,19000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Asparagus,2019,100 g/ha,61525.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Asparagus,2019,t,18150.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Asparagus,2020,100 g/ha,61759.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Asparagus,2020,t,17910.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Asparagus,2021,100 g/ha,61259.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Asparagus,2021,t,17520.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Asparagus,2022,100 g/ha,59579.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Asparagus,2022,t,15550.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1961,100 g/ha,37541.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1961,t,385077.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1962,100 g/ha,42987.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1962,t,430996.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1963,100 g/ha,38264.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1963,t,386835.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1964,100 g/ha,43150.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1964,t,375753.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1965,100 g/ha,37810.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1965,t,372764.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1966,100 g/ha,34706.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1966,t,416450.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1967,100 g/ha,41570.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1967,t,446679.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1968,100 g/ha,36379.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1968,t,389478.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1969,100 g/ha,39198.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1969,t,389393.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1970,100 g/ha,31947.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1970,t,334300.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1971,100 g/ha,37924.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1971,t,373111.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1972,100 g/ha,40944.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1972,t,339712.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1973,100 g/ha,42485.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1973,t,382651.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1974,100 g/ha,43006.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1974,t,314991.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1975,100 g/ha,40408.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1975,t,335924.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1976,100 g/ha,42797.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1976,t,263397.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1977,100 g/ha,43506.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1977,t,286554.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1978,100 g/ha,49972.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1978,t,355050.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1979,100 g/ha,45654.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1979,t,287750.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1980,100 g/ha,48256.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1980,t,257791.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1981,100 g/ha,47054.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1981,t,248531.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1982,100 g/ha,56613.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1982,t,247400.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1983,100 g/ha,47396.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1983,t,176920.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1984,100 g/ha,56454.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1984,t,191747.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1985,100 g/ha,50954.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1985,t,197387.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1986,100 g/ha,62398.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1986,t,262191.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1987,100 g/ha,52044.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1987,t,261847.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1988,100 g/ha,48280.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1988,t,302290.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1989,100 g/ha,50200.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1989,t,250712.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1990,100 g/ha,54224.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1990,t,219000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1991,100 g/ha,56816.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1991,t,237921.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1992,100 g/ha,59887.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1992,t,204024.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1993,100 g/ha,62624.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1993,t,253000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1994,100 g/ha,52082.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1994,t,227600.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1995,100 g/ha,56882.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1995,t,202500.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1996,100 g/ha,66141.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1996,t,234800.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1997,100 g/ha,63879.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1997,t,268290.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1998,100 g/ha,54823.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1998,t,214500.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,1999,100 g/ha,62969.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,1999,t,365000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,2000,100 g/ha,61104.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,2000,t,287800.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,2001,100 g/ha,57991.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,2001,t,386800.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,2002,100 g/ha,55374.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,2002,t,315300.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,2003,100 g/ha,63553.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,2003,t,349067.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,2004,100 g/ha,59917.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Barley,2004,t,287600.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Barley,2005,100 g/ha,60692.0
